gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392
gene-LOC109633196|LOC109633196,15,21,24,14,19
gene-slc6a6|slc6a6,3212,2983,3344,2477,2768
gene-abtb1|abtb1,657,564,288,186,324
gene-LOC109635142|LOC109635142,118,106,261,87,154
gene-LOC109635146|LOC109635146,604,525,886,453,895
gene-LOC109635144|LOC109635144,92,135,440,103,298
gene-LOC109635134|LOC109635134,8,8,15,9,4
gene-LOC109635135|LOC109635135,84,59,144,100,96
gene-smim4|smim4,135,122,393,159,149
gene-LOC109635137|LOC109635137,6,4,11,2,0
gene-LOC109635138|LOC109635138,2756,2630,3882,2281,2957
gene-LOC109635136|LOC109635136,11,5,20,12,0
gene-rbm39|rbm39,867,807,928,663,772
gene-LOC109635284|LOC109635284,145,122,130,77,106
gene-LOC109635308|LOC109635308,85,71,109,43,76
gene-LOC109635309|LOC109635309,2415,3229,3227,2566,3158
gene-eif2d|eif2d,471,309,480,338,513
gene-LOC109635094|LOC109635094,0,13,8,0,0
gene-LOC109635047|LOC109635047,712,738,702,321,481
gene-LOC109635147|LOC109635147,56,8,5,0,3
gene-LOC109635026|LOC109635026,26,31,32,30,19
gene-LOC109635077|LOC109635077,1437,1100,1393,955,1093
gene-LOC109635229|LOC109635229,452,366,316,200,384
gene-qars|qars,3231,2530,3975,2801,3420
gene-ogg1|ogg1,59,77,174,44,79
gene-prrt3|prrt3,35,31,70,60,32
gene-LOC109635249|LOC109635249,235,207,205,128,137
gene-wdr46|wdr46,219,184,371,202,309
gene-nr2c2|nr2c2,114,150,258,147,120
gene-mrps25|mrps25,146,144,200,114,208
gene-rbsn|rbsn,590,547,651,314,547
gene-tmcc1|tmcc1,120,104,89,108,84
gene-plxnd1|plxnd1,270,311,323,90,338
gene-LOC109635048|LOC109635048,0,0,0,0,3
gene-creld1|creld1,0,5,0,3,0
gene-mbd4|mbd4,31,22,8,0,39
gene-ift122|ift122,63,45,59,49,55
gene-LOC109635028|LOC109635028,103,96,192,130,80
gene-brpf1|brpf1,373,351,364,235,357
gene-LOC109635049|LOC109635049,341,334,657,327,318
gene-LOC109635176|LOC109635176,396,388,242,226,414
gene-LOC109635093|LOC109635093,89,63,31,70,65
gene-LOC109635091|LOC109635091,29,15,64,21,27
gene-LOC109635051|LOC109635051,41,32,36,23,54
gene-LOC109635181|LOC109635181,1767,1419,1512,458,1676
gene-fbxw12|fbxw12,38,62,51,19,40
gene-LOC109635167|LOC109635167,1773,2012,1232,1335,1369
gene-nup210|nup210,113,103,136,38,296
gene-LOC109635242|LOC109635242,946,1077,1218,356,914
gene-LOC109635173|LOC109635173,55,23,45,30,61
gene-LOC109635174|LOC109635174,29,12,25,6,20
gene-cnbp|cnbp,8057,6205,7727,4934,7477
gene-raf1|raf1,1481,1182,1142,639,1098
gene-LOC109635002|LOC109635002,3,0,7,9,0
gene-LOC109635262|LOC109635262,483,354,513,416,374
gene-LOC109635299|LOC109635299,182,141,151,1306,155
gene-LOC109635084|LOC109635084,52,74,262,463,123
gene-spo11|spo11,0,0,0,0,0
gene-bmp7|bmp7,0,21,12,0,14
gene-LOC109635011|LOC109635011,28,48,68,24,52
gene-LOC109635012|LOC109635012,15,11,193,20,52
gene-LOC109635079|LOC109635079,85,84,115,106,73
gene-LOC109635234|LOC109635234,0,0,0,0,0
gene-taf4|taf4,156,130,162,85,149
gene-LOC109635298|LOC109635298,29,57,17,24,41
gene-LOC109635326|LOC109635326,365,372,383,189,404
gene-col9a3|col9a3,8,0,5,0,0
gene-tcfl5|tcfl5,0,3,0,0,0
gene-LOC109635217|LOC109635217,393,237,147,104,309
gene-zmynd8|zmynd8,466,448,679,409,581
gene-LOC109635268|LOC109635268,126,91,298,144,179
gene-baz2a|baz2a,874,904,1124,873,918
gene-ptges3|ptges3,978,716,1909,5185,1363
gene-naca|naca,29503,20946,23679,27385,24960
gene-prim1|prim1,16,16,48,12,33
gene-LOC109635213|LOC109635213,51,19,35,31,84
gene-LOC109635185|LOC109635185,4,12,15,8,0
gene-ddx23|ddx23,1622,1337,984,598,1220
gene-LOC109635053|LOC109635053,785,1174,1000,948,934
gene-LOC109635163|LOC109635163,638,684,1358,971,975
gene-LOC109635165|LOC109635165,6734,4386,3587,2767,5474
gene-LOC109635330|LOC109635330,25,5,274,31,113
gene-spryd4|spryd4,420,359,468,310,349
gene-gls2|gls2,5047,3851,3221,1985,8127
gene-LOC109635214|LOC109635214,10,0,10,0,0
gene-aaas|aaas,194,174,167,151,196
gene-LOC109635271|LOC109635271,0,0,0,0,0
gene-LOC109634983|LOC109634983,438,340,601,432,444
gene-LOC109635150|LOC109635150,118,110,136,91,144
gene-LOC109635149|LOC109635149,97,119,140,42,92
gene-LOC109635257|LOC109635257,15,8,26,38,24
gene-LOC109635054|LOC109635054,99,155,125,96,106
gene-LOC109634995|LOC109634995,735,476,555,956,774
gene-anks1a|anks1a,105,79,137,92,104
gene-LOC109635055|LOC109635055,48,38,62,41,68
gene-taf11|taf11,243,161,235,126,248
gene-uhrf1bp1|uhrf1bp1,145,88,40,11,101
gene-LOC109635276|LOC109635276,0,5,6,0,6
gene-LOC109635275|LOC109635275,694,494,932,911,634
gene-LOC109635291|LOC109635291,0,0,9,10,0
gene-LOC109635194|LOC109635194,183,179,379,147,173
gene-hmga1|hmga1,113,80,78,44,34
gene-LOC109635197|LOC109635197,207,230,221,201,321
gene-LOC109635001|LOC109635001,307,231,207,308,454
gene-LOC109635220|LOC109635220,5,0,6,5,5
gene-oard1|oard1,18,25,56,38,37
gene-guca1b|guca1b,0,0,0,0,0
gene-LOC109635236|LOC109635236,293,232,298,165,208
gene-LOC109635237|LOC109635237,1392,1133,1333,751,782
gene-LOC109634980|LOC109634980,202,162,413,440,214
gene-LOC109635260|LOC109635260,172,102,74,92,137
gene-LOC109635259|LOC109635259,41,29,29,19,45
gene-LOC109635013|LOC109635013,113,93,91,34,100
gene-arl6ip5|arl6ip5,274,394,321,230,238
gene-LOC109634985|LOC109634985,211,122,218,122,228
gene-LOC109635157|LOC109635157,206,200,84,302,158
gene-LOC109635158|LOC109635158,76,76,23,66,54
gene-LOC109635156|LOC109635156,8,26,22,217,19
gene-LOC109635159|LOC109635159,11035,10467,11125,9567,10933
gene-LOC109635060|LOC109635060,0,0,0,0,0
gene-LOC109635266|LOC109635266,199,192,166,98,136
gene-LOC109635267|LOC109635267,57,61,113,70,77
gene-LOC109635019|LOC109635019,209,267,159,241,236
gene-aurkaip1|aurkaip1,530,472,666,611,759
gene-LOC109635310|LOC109635310,824,884,614,526,406
gene-LOC109635316|LOC109635316,5187,6271,6338,3856,3802
gene-apex2|apex2,74,65,83,8,45
gene-LOC109635152|LOC109635152,232,262,248,200,213
gene-LOC109635155|LOC109635155,2659,2696,1718,1922,2535
gene-was|was,540,457,455,364,658
gene-LOC109635245|LOC109635245,33,47,87,35,52
gene-LOC109635205|LOC109635205,448,284,169,90,357
gene-wdr13|wdr13,443,435,694,502,479
gene-LOC109634979|LOC109634979,58,44,71,28,75
gene-LOC109635061|LOC109635061,267,259,384,192,306
gene-kdm5c|kdm5c,466,450,711,326,584
gene-LOC109635133|LOC109635133,36,27,63,30,43
gene-LOC109635304|LOC109635304,389,266,421,306,461
gene-LOC109634987|LOC109634987,58,52,47,57,47
gene-LOC109634993|LOC109634993,25,20,26,16,10
gene-LOC109635105|LOC109635105,21,19,50,17,22
gene-trnae-cuc-12|trnae-cuc,1,0,0,0,0
gene-LOC109635025|LOC109635025,16134,16932,24072,11755,20306
gene-LOC109635285|LOC109635285,51,32,10,30,41
gene-cunh6orf226|cunh6orf226,48,19,57,17,34
gene-LOC109635090|LOC109635090,12,5,28,0,8
gene-mrps16|mrps16,873,648,820,712,765
gene-park7|park7,1449,1369,1377,1634,1325
gene-LOC109635495|LOC109635495,90,84,108,20,51
gene-megf6|megf6,26,54,0,69,46
gene-LOC109635491|LOC109635491,1752,1374,1871,1573,1618
gene-mrto4|mrto4,857,739,1020,793,935
gene-iffo2|iffo2,695,587,600,337,517
gene-terf2ip|terf2ip,13,24,31,11,18
gene-pparg|pparg,598,315,309,83,507
gene-syn2|syn2,0,0,8,0,5
gene-timp4|timp4,15,15,5,16,17
gene-tamm41|tamm41,89,55,148,57,116
gene-vgll4|vgll4,369,349,294,882,310
gene-atg7|atg7,290,258,481,145,371
gene-hrh1|hrh1,3,3,16,14,0
gene-atp2b2|atp2b2,12,10,17,16,0
gene-LOC109635498|LOC109635498,0,3,8,5,0
gene-iars|iars,420,346,1863,474,1258
gene-rpl29|rpl29,23880,18441,21612,23168,18896
gene-dusp7|dusp7,2002,2638,1675,936,1393
gene-poc1a|poc1a,41,36,70,18,30
gene-b9d2|b9d2,18,32,44,19,30
gene-alas1|alas1,5401,5943,8867,8641,5463
gene-LOC109635623|LOC109635623,1452,1774,2349,1039,2533
gene-LOC109635385|LOC109635385,16,5,8,9,40
gene-itga7|itga7,76,137,74,128,53
gene-npff|npff,0,0,4,0,0
gene-trnal-uaa-2|trnal-uaa,0,0,0,0,0
gene-LOC109635386|LOC109635386,7,2,0,0,0
gene-nckap1l|nckap1l,87,125,287,33,208
gene-cunh12orf10|cunh12orf10,1028,886,944,818,966
gene-LOC109635526|LOC109635526,3876,2792,3758,2258,3823
gene-prr13|prr13,232,282,285,178,283
gene-LOC109635419|LOC109635419,13,5,53,45,39
gene-amhr2|amhr2,0,0,0,0,0
gene-sp1|sp1,490,281,129,141,368
gene-LOC109635566|LOC109635566,30,13,18,12,27
gene-tarbp2|tarbp2,198,130,121,60,136
gene-LOC109635389|LOC109635389,478,425,412,335,457
gene-LOC109635497|LOC109635497,7436,7994,6971,4022,5842
gene-kif5a|kif5a,12,13,17,0,4
gene-dctn2|dctn2,448,474,574,427,506
gene-ddit3|ddit3,213,173,676,561,200
gene-mars|mars,297,204,706,213,471
gene-arhgap9|arhgap9,59,76,128,56,149
gene-LOC109635593|LOC109635593,19,14,36,10,45
gene-gli1|gli1,13,15,60,13,53
gene-LOC109635534|LOC109635534,2389,2838,6977,2223,3434
gene-r3hdm2|r3hdm2,387,363,543,244,410
gene-nxph4|nxph4,8,8,10,5,12
gene-shmt2|shmt2,4941,2715,4730,2425,5238
gene-fam210b|fam210b,1739,1491,1193,860,1452
gene-ppp1r16b|ppp1r16b,311,257,271,216,263
gene-LOC109635621|LOC109635621,113,100,131,80,88
gene-aurka|aurka,0,5,28,37,12
gene-LOC109635353|LOC109635353,177,244,288,1671,353
gene-LOC109635343|LOC109635343,124,74,74,32,39
gene-LOC109635337|LOC109635337,283,252,281,257,269
gene-ipo9|ipo9,847,836,1018,876,1033
gene-LOC109635358|LOC109635358,63,57,244,23,173
gene-LOC109635488|LOC109635488,132,98,174,24,151
gene-LOC109635489|LOC109635489,395,539,791,469,622
gene-LOC109635338|LOC109635338,237,267,383,338,386
gene-ncoa5|ncoa5,433,355,546,355,512
gene-LOC109635573|LOC109635573,4,0,2,0,0
gene-LOC109635373|LOC109635373,7338,5897,5379,1768,1885
gene-LOC109635435|LOC109635435,24,0,14,11,16
gene-manbal|manbal,220,150,223,130,210
gene-src|src,21,15,72,5,13
gene-LOC109635361|LOC109635361,14,32,0,17,10
gene-LOC109635584|LOC109635584,1176,946,988,826,970
gene-rab22a|rab22a,494,500,654,224,613
gene-ppp4r1|ppp4r1,858,764,1264,651,995
gene-bcdin3d|bcdin3d,25,20,10,9,45
gene-LOC109635611|LOC109635611,292,252,286,197,270
gene-cers5|cers5,9,8,26,11,25
gene-gpd1|gpd1,26,35,14,53,33
gene-smarcd1|smarcd1,312,201,302,209,332
gene-asic1|asic1,38,0,0,7,0
gene-LOC109635346|LOC109635346,1894,1850,1106,1098,893
gene-rdh5|rdh5,0,0,0,0,0
gene-LOC109635618|LOC109635618,630268,578127,487646,647766,400123
gene-LOC109635616|LOC109635616,446505,475812,397841,557001,388054
gene-bloc1s1|bloc1s1,376,393,641,573,311
gene-LOC109635557|LOC109635557,730,702,1084,837,961
gene-pxmp4|pxmp4,38,51,34,23,63
gene-LOC109635341|LOC109635341,53,170,95,125,80
gene-rtfdc1|rtfdc1,765,579,837,454,682
gene-LOC109635612|LOC109635612,11,12,19,11,10
gene-tfap2c|tfap2c,0,0,4,12,0
gene-znfx1|znfx1,41,45,25,15,79
gene-LOC109635461|LOC109635461,3,0,0,0,0
gene-tbc1d20|tbc1d20,266,202,339,217,330
gene-LOC109635559|LOC109635559,272,297,250,173,219
gene-LOC109635392|LOC109635392,0,0,0,0,0
gene-snta1|snta1,28,24,32,42,30
gene-tox2|tox2,36,21,35,11,20
gene-LOC109635607|LOC109635607,58,36,69,23,54
gene-cttnbp2nl|cttnbp2nl,20,20,13,26,20
gene-LOC109635446|LOC109635446,3,0,0,0,0
gene-fam212b|fam212b,7,11,18,6,9
gene-LOC109635540|LOC109635540,1105,1017,1558,840,1163
gene-timm17a|timm17a,660,562,1104,1015,663
gene-LOC109635357|LOC109635357,1449,954,865,2321,568
gene-LOC109635429|LOC109635429,107,86,88,210,89
gene-LOC109635430|LOC109635430,0,0,4,14,0
gene-LOC109635545|LOC109635545,1179,1112,1268,1029,1055
gene-snrpc|snrpc,266,218,408,453,321
gene-LOC109635595|LOC109635595,67,41,39,11,35
gene-LOC109635596|LOC109635596,20,2,0,0,0
gene-LOC109635394|LOC109635394,106,102,100,97,81
gene-LOC109635536|LOC109635536,78,57,130,396,103
gene-LOC109635532|LOC109635532,6,28,25,0,39
gene-padi2|padi2,142,195,150,135,134
gene-lrig2|lrig2,240,255,231,227,277
gene-LOC109635441|LOC109635441,48,36,49,32,17
gene-LOC109635544|LOC109635544,3,0,0,5,0
gene-plxna2|plxna2,0,0,0,0,0
gene-LOC109635395|LOC109635395,335,298,291,266,399
gene-pfkfb2|pfkfb2,17,23,30,12,15
gene-rps10|rps10,31848,24999,30117,33209,26268
gene-nudt3|nudt3,630,525,834,357,709
gene-LOC109635530|LOC109635530,0,4,0,0,0
gene-LOC109635531|LOC109635531,17,17,33,82,25
gene-LOC109635629|LOC109635629,0,0,0,24,0
gene-LOC109635487|LOC109635487,0,0,0,0,0
gene-LOC109635484|LOC109635484,30,29,22,28,26
gene-LOC109635486|LOC109635486,156,237,294,237,183
gene-LOC109635485|LOC109635485,7,7,0,0,0
gene-LOC109635340|LOC109635340,549,922,556,288,190
gene-smpd2|smpd2,216,179,208,111,193
gene-LOC109635537|LOC109635537,117,99,83,113,131
gene-LOC109635377|LOC109635377,22,29,55,10,29
gene-LOC109635417|LOC109635417,34735,23242,26319,32398,29015
gene-LOC109635438|LOC109635438,12,15,22,66,30
gene-LOC109635425|LOC109635425,8,8,5,0,0
gene-ngf|ngf,0,0,0,0,0
gene-LOC109635376|LOC109635376,33,80,42,23,68
gene-LOC109635588|LOC109635588,472,178,540,1150,301
gene-tshb|tshb,6,5,0,0,8
gene-LOC109635364|LOC109635364,88,114,59,79,52
gene-LOC109635379|LOC109635379,70,31,42,62,33
gene-sycp1|sycp1,44,0,0,0,0
gene-LOC109635421|LOC109635421,0,52,32,5,17
gene-yod1|yod1,219,149,206,215,200
gene-LOC109635549|LOC109635549,0,8,0,0,0
gene-sh2d5|sh2d5,94,139,128,78,142
gene-hp1bp3|hp1bp3,779,588,593,522,631
gene-eif4g3|eif4g3,842,930,668,490,752
gene-ece1|ece1,9702,9990,9311,7277,11844
gene-alpl|alpl,1517,1234,1411,447,1206
gene-LOC109635447|LOC109635447,12,15,0,0,12
gene-LOC109635627|LOC109635627,17,13,10,6,15
gene-lactbl1|lactbl1,525,421,352,333,369
gene-dhrs3|dhrs3,46,56,59,42,47
gene-klhdc7a|klhdc7a,2,5,3,0,0
gene-igsf21|igsf21,16,15,15,0,20
gene-arhgef10l|arhgef10l,74,72,170,112,78
gene-LOC109635368|LOC109635368,17668,14409,16001,19474,14123
gene-rnf207|rnf207,9,0,4,13,21
gene-zpr1|zpr1,803,654,1793,3232,862
gene-agtrap|agtrap,10,11,199,25,73
gene-draxin|draxin,4,0,0,19,0
gene-pank4|pank4,414,459,542,212,423
gene-LOC109635428|LOC109635428,0,2,8,0,0
gene-LOC109635352|LOC109635352,45,75,337,184,120
gene-LOC109635444|LOC109635444,45,56,45,25,45
gene-LOC109635345|LOC109635345,121,203,194,94,89
gene-LOC109635548|LOC109635548,4854,6009,6995,3299,4575
gene-LOC109635403|LOC109635403,262,253,315,201,235
gene-LOC109635482|LOC109635482,789,799,942,539,773
gene-LOC109635405|LOC109635405,2631,2197,2914,1874,2611
gene-nol8|nol8,288,231,257,144,418
gene-cenpp|cenpp,55,49,163,191,60
gene-aspn|aspn,0,0,0,0,0
gene-ecm2|ecm2,64,66,67,51,73
gene-LOC109635476|LOC109635476,4,6,0,12,0
gene-LOC109635604|LOC109635604,674,762,2955,2695,1450
gene-hgh1|hgh1,291,339,569,620,597
gene-LOC109635342|LOC109635342,649,912,1613,1563,605
gene-nisch|nisch,392,399,689,425,438
gene-stab1|stab1,274,353,324,139,288
gene-LOC109635576|LOC109635576,36,25,68,17,68
gene-ccdc71|ccdc71,735,504,653,622,607
gene-kctd6|kctd6,226,255,160,86,144
gene-pdhb|pdhb,380,371,546,377,460
gene-pxk|pxk,1466,1368,1934,1090,2091
gene-LOC109635407|LOC109635407,121,119,76,35,88
gene-rpp14|rpp14,171,109,104,85,167
gene-abhd6|abhd6,556,542,694,623,582
gene-lmcd1|lmcd1,26,18,37,142,42
gene-gmppb|gmppb,493,375,3261,1258,1588
gene-pde12|pde12,103,125,194,158,115
gene-rps23|rps23,27330,23366,27697,30062,23894
gene-ip6k1|ip6k1,585,509,660,347,620
gene-ccdc66|ccdc66,53,36,13,0,27
gene-fam208a|fam208a,150,203,179,81,184
gene-arhgef3|arhgef3,365,279,355,178,260
gene-il17rd|il17rd,0,0,0,4,0
gene-arf4|arf4,0,10,14,5,0
gene-appl1|appl1,665,641,833,472,703
gene-LOC109635468|LOC109635468,276,392,606,249,686
gene-dennd6a|dennd6a,168,196,173,120,154
gene-slmap|slmap,2778,2994,2930,1858,2392
gene-LOC109635409|LOC109635409,137,122,232,98,140
gene-LOC109635360|LOC109635360,477,484,631,425,364
gene-LOC109635432|LOC109635432,594,688,2948,518,1963
gene-LOC109635433|LOC109635433,517,660,2924,511,1753
gene-LOC109635437|LOC109635437,541,640,2866,469,1809
gene-LOC109635502|LOC109635502,210,45,32,88,109
gene-ccdc51|ccdc51,90,46,144,107,134
gene-tma7|tma7,2569,2218,2669,2044,2368
gene-LOC109635503|LOC109635503,10188,9815,22299,11162,18491
gene-LOC109635564|LOC109635564,6,3,0,0,0
gene-LOC109635565|LOC109635565,225,231,422,241,246
gene-stk4|stk4,57,82,135,61,87
gene-LOC109635426|LOC109635426,1887,1478,2509,1508,1667
gene-LOC109635371|LOC109635371,12,22,14,14,34
gene-capn5|capn5,0,0,0,0,0
gene-LOC109635686|LOC109635686,0,0,0,0,0
gene-LOC109635826|LOC109635826,310,210,299,159,306
gene-LOC109635827|LOC109635827,3,0,10,0,0
gene-LOC109635912|LOC109635912,813,691,1611,723,1340
gene-cnot8|cnot8,236,194,242,98,231
gene-LOC109635693|LOC109635693,76,89,192,64,122
gene-dbn1|dbn1,1622,1437,1960,1352,1392
gene-LOC109635643|LOC109635643,7,11,11,0,6
gene-trnae-cuc-13|trnae-cuc,1,1,0,0,0
gene-trnaw-cca-17|trnaw-cca,1,0,0,0,0
gene-ncf1|ncf1,42,52,62,35,82
gene-trnav-cac-4|trnav-cac,0,0,0,1,0
gene-trnav-aac-3|trnav-aac,0,0,0,0,0
gene-sc5d|sc5d,638,419,885,823,393
gene-LOC109635696|LOC109635696,278,300,304,140,241
gene-LOC109635697|LOC109635697,13,1,0,2,0
gene-zbtb16|zbtb16,52,45,63,61,60
gene-LOC109635699|LOC109635699,271,326,488,373,284
gene-usp28|usp28,0,0,0,16,7
gene-orai2|orai2,91,102,170,76,142
gene-bckdk|bckdk,332,352,774,360,393
gene-lrwd1|lrwd1,0,15,9,10,19
gene-alkbh4|alkbh4,40,41,57,25,63
gene-LOC109635803|LOC109635803,306,236,631,300,369
gene-LOC109635702|LOC109635702,8,25,31,3,15
gene-LOC109635878|LOC109635878,62,75,250,107,132
gene-LOC109635876|LOC109635876,16,16,0,13,9
gene-LOC109635771|LOC109635771,5,7,3,83,5
gene-chordc1|chordc1,184,173,606,861,248
gene-LOC109635915|LOC109635915,12,5,8,5,11
gene-LOC109635671|LOC109635671,376,437,682,1027,480
gene-LOC109635848|LOC109635848,81,95,75,45,167
gene-LOC109635767|LOC109635767,0,0,0,0,0
gene-LOC109635892|LOC109635892,341,343,382,289,334
gene-sap30l|sap30l,393,287,454,337,432
gene-hand1|hand1,335,352,418,192,502
gene-LOC109635758|LOC109635758,4,6,22,0,0
gene-LOC109635859|LOC109635859,693,701,512,232,457
gene-trnav-cac-5|trnav-cac,0,1,0,1,0
gene-trnav-aac-4|trnav-aac,0,0,0,2,0
gene-tecta|tecta,89,46,74,47,24
gene-LOC109635907|LOC109635907,37,94,45,74,46
gene-LOC109635769|LOC109635769,3,8,0,2,0
gene-LOC109635815|LOC109635815,319,312,660,453,339
gene-LOC109635673|LOC109635673,0,0,0,24,0
gene-LOC109635835|LOC109635835,272,257,451,299,277
gene-LOC109635855|LOC109635855,1444,1154,1506,1006,1439
gene-elmod1|elmod1,5,16,0,16,15
gene-slc35f2|slc35f2,25,0,34,0,33
gene-sod1|sod1,4721,2948,3873,3074,3698
gene-scaf4|scaf4,324,306,341,217,376
gene-hunk|hunk,0,0,16,0,10
gene-mis18a|mis18a,20,21,34,7,59
gene-haus1|haus1,30,0,24,9,21
gene-eva1c|eva1c,0,22,10,20,20
gene-cunh21orf59|cunh21orf59,55,67,109,561,73
gene-synj1|synj1,1284,1048,1583,792,1161
gene-slc46a3|slc46a3,1401,1354,1277,927,845
gene-LOC109635870|LOC109635870,322,305,190,38,169
gene-LOC109635872|LOC109635872,468,408,536,334,456
gene-LOC109635684|LOC109635684,16,9,7,9,12
gene-LOC109635649|LOC109635649,241,190,163,183,177
gene-LOC109635871|LOC109635871,374,360,704,448,370
gene-ufm1|ufm1,2123,1677,1950,1776,1948
gene-trpc4|trpc4,0,0,0,0,0
gene-LOC109635639|LOC109635639,10,0,13,21,0
gene-LOC109635708|LOC109635708,246,221,162,121,141
gene-LOC109635641|LOC109635641,877,780,593,611,665
gene-crcp|crcp,55,61,85,35,138
gene-LOC109635709|LOC109635709,167,102,255,196,187
gene-LOC109635710|LOC109635710,0,8,7,31,4
gene-asl|asl,573,528,1058,1274,656
gene-LOC109635840|LOC109635840,6498,5723,5920,5086,5062
gene-trnat-agu-15|trnat-agu,0,1,2,0,3
gene-LOC109635842|LOC109635842,84,158,358,53,175
gene-LOC109635841|LOC109635841,46396,50355,64036,49112,58216
gene-LOC109635655|LOC109635655,17,33,24,54,23
gene-LOC109635656|LOC109635656,22,21,20,34,20
gene-LOC109635712|LOC109635712,261,232,381,211,341
gene-LOC109635659|LOC109635659,14,15,22,8,13
gene-LOC109635660|LOC109635660,2,0,0,26,5
gene-LOC109635751|LOC109635751,8,10,47,163,27
gene-cunh17orf97|cunh17orf97,0,0,92,0,0
gene-LOC109635917|LOC109635917,0,0,20,0,0
gene-LOC109635839|LOC109635839,14,0,14,0,0
gene-LOC109635838|LOC109635838,978,727,1429,663,1296
gene-LOC109635804|LOC109635804,169,81,91,78,149
gene-LOC109635713|LOC109635713,242,124,142,146,227
gene-LOC109635680|LOC109635680,43,42,89,40,64
gene-LOC109635716|LOC109635716,0,0,0,0,0
gene-LOC109635717|LOC109635717,0,0,0,0,0
gene-mrps17|mrps17,49,28,39,23,79
gene-LOC109635862|LOC109635862,278,192,216,110,153
gene-cct6a|cct6a,7114,5313,6320,8516,6775
gene-sumf2|sumf2,280,331,335,178,368
gene-LOC109635828|LOC109635828,23,15,26,6,0
gene-abhd11|abhd11,187,196,370,241,302
gene-LOC109635894|LOC109635894,211,330,226,231,159
gene-LOC109635923|LOC109635923,20,51,50,81,25
gene-LOC109635904|LOC109635904,34,55,35,8,36
gene-LOC109635642|LOC109635642,16,25,30,8,28
gene-LOC109635661|LOC109635661,771,815,680,410,1050
gene-LOC109635818|LOC109635818,0,4,0,2,2
gene-LOC109635816|LOC109635816,174,236,227,117,208
gene-LOC109635788|LOC109635788,256,126,690,197,428
gene-supt6h|supt6h,836,949,1466,803,938
gene-LOC109635744|LOC109635744,473,381,321,430,439
gene-LOC109635880|LOC109635880,25,30,42,9,60
gene-nsrp1|nsrp1,337,238,231,105,310
gene-LOC109635821|LOC109635821,373,353,730,343,525
gene-LOC109635847|LOC109635847,5,6,0,0,0
gene-LOC109635846|LOC109635846,0,0,0,0,0
gene-LOC109635845|LOC109635845,15,0,6,6,0
gene-LOC109635858|LOC109635858,841,682,657,340,717
gene-LOC109635718|LOC109635718,452,296,321,247,381
gene-smg6|smg6,729,584,624,306,640
gene-ovca2|ovca2,61,56,76,31,82
gene-LOC109635755|LOC109635755,11,5,0,0,5
gene-LOC109635662|LOC109635662,321,311,337,150,328
gene-smyd4|smyd4,56,69,184,56,111
gene-LOC109635668|LOC109635668,0,0,10,0,6
gene-LOC109635669|LOC109635669,60,30,45,12,41
gene-trnat-agu-16|trnat-agu,0,0,0,0,0
gene-ubl3|ubl3,1348,1229,1213,679,1333
gene-LOC109635786|LOC109635786,6971,5564,4316,2543,5171
gene-uspl1|uspl1,1441,1169,1095,561,1124
gene-alox5ap|alox5ap,18,8,44,9,62
gene-medag|medag,0,0,258,0,89
gene-LOC109635677|LOC109635677,191,225,376,217,291
gene-LOC109635813|LOC109635813,26,61,49,44,45
gene-pds5b|pds5b,615,553,390,273,604
gene-kl|kl,5122,6944,5397,5320,4339
gene-rfc3|rfc3,78,56,31,26,57
gene-stard13|stard13,44,63,37,27,50
gene-LOC109635832|LOC109635832,0,17,11,0,10
gene-sertm1|sertm1,56,73,38,12,57
gene-ccna1|ccna1,3,0,0,0,0
gene-ccdc169|ccdc169,4,0,0,0,0
gene-LOC109635805|LOC109635805,45,21,38,22,20
gene-rfxap|rfxap,127,108,220,215,131
