gene_id,SRR13308380,SRR13308381,SRR13308382,SRR13308383,SRR13308392
gene-LOC109647691,1,3,3,0,2
gene-LOC109647692,19,10,6,7,8
gene-LOC109647693,6,2,9,0,4
gene-LOC109647694,24,10,15,16,29
gene-LOC109647695,4,11,9,2,12
gene-LOC109647697,10,8,12,4,11
gene-LOC109647698,16,26,11,6,21
gene-LOC109647701,0,0,0,0,0
gene-LOC109647702,41,18,104,46,42
gene-LOC109647703,10,8,7,6,17
gene-LOC109647705,21,18,23,11,21
gene-LOC109647706,0,0,0,0,0
gene-LOC109647707,0,0,0,0,0
gene-LOC109647708,86,87,85,84,75
gene-LOC109647709,83,70,61,47,92
gene-LOC109647710,114,91,48,38,94
gene-LOC109647711,223,244,273,193,240
gene-LOC109647712,0,0,0,0,0
gene-LOC109647713,0,0,0,0,0
gene-LOC109647716,29,14,11,7,16
gene-LOC109647717,2,0,4,2,5
gene-LOC109647718,32,49,93,33,46
gene-LOC109647719,26,90,87,41,58
gene-LOC109647720,13,21,35,16,28
gene-LOC109647721,91,74,116,68,95
gene-LOC109647723,7,1,0,0,0
gene-LOC109647724,0,0,0,0,0
gene-LOC109647725,107,76,55,56,92
gene-LOC109647726,6,6,4,6,9
gene-LOC109647727,134,89,177,132,136
gene-LOC109647728,43,14,37,39,42
gene-LOC109647729,76,85,140,78,83
gene-LOC109647730,610,377,264,117,332
gene-LOC109647731,0,0,0,0,0
gene-LOC109647732,47,48,110,63,64
gene-LOC109647733,715,717,828,600,731
gene-LOC109647734,5,29,99,23,25
gene-LOC109647735,5,0,5,5,12
gene-LOC109647736,106,71,65,15,87
gene-LOC109647737,20,5,22,4,6
gene-LOC109647739,2,0,0,2,2
gene-LOC109647740,0,4,7,1,1
gene-LOC109647741,0,0,2,2,0
gene-LOC109647742,164,127,129,133,179
gene-LOC109647745,78,41,96,44,60
gene-LOC109647746,7,7,15,0,13
gene-LOC109647747,42,38,30,29,45
gene-LOC109647750,0,0,0,0,0
gene-LOC109647751,31,40,33,9,20
gene-LOC109647752,2,0,6,2,0
gene-LOC109647754,52,28,88,39,42
gene-LOC109647755,11,17,31,11,8
gene-LOC109647756,22,28,24,10,19
gene-LOC109647757,4,0,4,2,0
gene-LOC109647758,6,3,4,2,1
gene-LOC109647759,40,42,60,39,60
gene-LOC109647760,0,0,0,0,0
gene-LOC109647761,0,0,0,0,0
gene-LOC109647762,80,79,50,49,67
gene-LOC109647763,5,8,12,2,0
gene-LOC109647764,741,455,887,536,604
gene-LOC109647765,0,2,1,0,0
gene-LOC109647766,0,0,0,0,0
gene-LOC109647767,17,23,38,4,24
gene-LOC109647768,2,0,4,0,0
gene-LOC109647769,15,3,2,3,0
gene-LOC109647770,228,156,109,409,53
gene-LOC109647771,2,0,0,0,4
gene-LOC109647772,18,16,22,10,27
gene-LOC109647773,92,105,109,56,101
gene-LOC109647774,13,5,5,5,7
gene-LOC109647775,0,0,0,0,0
gene-LOC109647776,6,8,6,2,5
gene-LOC109647778,80,63,116,34,90
gene-LOC109647779,15,12,23,7,20
gene-LOC109647780,9,21,32,16,71
gene-LOC109647781,91,85,122,48,121
gene-LOC109647783,0,0,0,0,0
gene-LOC109647784,2,0,2,0,0
gene-LOC109647785,0,0,0,0,0
gene-LOC109647786,160,168,129,271,116
gene-LOC109647788,24,19,27,9,22
gene-LOC109647789,0,2,2,0,0
gene-LOC109647790,0,2,0,0,0
gene-LOC109647791,16,11,10,1,8
gene-LOC109647792,66,54,120,48,44
gene-LOC109647793,2,8,5,0,0
gene-LOC109647794,0,0,2,0,0
gene-LOC109647795,10,6,4,4,7
gene-LOC109647797,224,241,284,196,250
gene-LOC109647798,86,88,106,79,71
gene-LOC109647799,121,70,104,65,81
gene-LOC109647800,4,9,11,16,3
gene-LOC109647801,0,0,0,0,0
gene-LOC109647802,2,0,3,0,0
gene-LOC109647803,1318,1058,942,1024,967
gene-LOC109647804,0,0,0,0,0
gene-LOC109647805,84,104,115,93,149
gene-LOC109647807,162,126,246,196,243
gene-LOC109647808,0,0,2,0,2
gene-LOC109647809,0,2,0,2,0
gene-LOC109647810,7,14,8,0,2
gene-LOC109647811,0,0,0,0,0
gene-LOC109647812,9,11,3,13,9
gene-LOC109647813,0,0,0,0,0
gene-LOC109647814,4,2,4,6,6
gene-LOC109647815,142,104,83,43,110
gene-LOC109647816,33,38,54,30,47
gene-LOC109647817,31,42,48,41,42
gene-LOC109647818,0,0,0,0,0
gene-LOC109647821,8,3,5,5,4
gene-LOC109647822,20,21,50,18,41
gene-LOC109647823,30,28,26,6,27
gene-LOC109647825,0,0,4,4,0
gene-LOC109647826,15,18,15,8,11
gene-LOC109647827,2,0,0,0,0
gene-LOC109647828,49,35,53,27,27
gene-LOC109647829,2,1,0,0,0
gene-LOC109647830,0,0,0,0,0
gene-LOC109647831,0,0,0,0,0
gene-LOC109647832,4,0,2,4,1
gene-LOC109647833,1,1,1,1,1
gene-LOC109647834,159,152,195,189,147
gene-LOC109647835,180,185,172,98,149
gene-LOC109647836,2,0,0,0,2
gene-LOC109647837,93,108,156,113,100
gene-LOC109647839,0,0,0,0,0
gene-LOC109647840,79,64,38,16,88
gene-LOC109647843,18,18,50,21,29
gene-LOC109647844,63,32,119,43,92
gene-LOC109647845,56,23,38,20,28
gene-LOC109647846,58,29,45,27,50
gene-LOC109647847,22,6,28,12,17
gene-LOC109647848,32,32,35,27,30
gene-LOC109647849,0,0,0,0,0
gene-LOC109647851,25,28,32,30,23
gene-LOC109647853,271,211,239,194,225
gene-LOC109647855,0,0,0,0,0
gene-LOC109647856,0,0,0,0,0
gene-LOC109647857,16,17,26,23,11
gene-LOC109647858,61,50,108,51,64
gene-LOC109647859,18,27,7,24,11
gene-LOC109647860,143,205,219,173,197
gene-LOC109647861,0,3,4,0,0
gene-LOC109647862,39,16,12,16,25
gene-LOC109647864,31,19,18,16,26
gene-LOC109647866,0,0,0,0,0
gene-LOC109647867,561,628,603,539,579
gene-LOC109647868,0,8,6,3,2
gene-LOC109647869,18,21,24,17,24
gene-LOC109647870,0,0,0,0,0
gene-LOC109647871,0,0,0,0,0
gene-LOC109647872,50,27,36,32,40
gene-LOC109647873,5,5,9,4,10
gene-LOC109647874,493,323,379,230,422
gene-LOC109647875,61,39,100,76,52
gene-LOC109647877,107,137,127,124,124
gene-LOC109647878,4,4,8,4,1
gene-LOC109647879,0,2,2,8,2
gene-LOC109647880,0,9,0,2,4
gene-LOC109647881,52,28,43,55,41
gene-LOC109647882,9,16,3,9,16
gene-LOC109647883,23,9,18,9,9
gene-LOC109647884,0,0,0,0,0
gene-LOC109647885,0,0,0,2,0
gene-LOC109647886,24,42,23,31,14
gene-LOC109647887,12,8,4,5,11
gene-LOC109647888,80,65,96,53,91
gene-LOC109647889,75,74,62,95,62
gene-LOC109647890,115,103,156,112,142
gene-LOC109647892,0,0,14,8,9
gene-LOC109647893,1,0,0,0,0
gene-LOC109647894,0,0,0,0,0
gene-LOC109647896,1,3,3,0,5
gene-LOC109647897,0,0,0,0,0
gene-LOC109647898,0,0,0,0,0
gene-LOC109647899,0,0,0,2,0
gene-LOC109647900,7,3,6,9,12
gene-LOC109647901,96,138,258,61,544
gene-LOC109647902,10,17,21,19,7
gene-LOC109647903,7,6,5,6,12
gene-LOC109647904,33,49,32,47,47
gene-LOC109647905,619,609,1006,852,736
gene-LOC109647906,0,0,0,0,0
gene-LOC109647907,0,0,0,0,0
gene-LOC109647908,4,4,5,0,2
gene-LOC109647910,256,238,209,160,245
gene-LOC109647911,2,0,0,0,0
gene-LOC109647913,0,4,8,2,4
gene-LOC109647914,113,137,274,129,72
gene-LOC109647915,0,0,0,12,0
gene-LOC109647916,9,3,5,10,8
gene-LOC109647917,18,11,31,10,24
gene-LOC109647918,40,60,93,46,38
gene-LOC109647919,59,53,117,45,67
gene-LOC109647920,9,7,18,4,17
gene-LOC109647921,0,0,0,0,2
gene-LOC109647922,0,0,0,0,0
gene-LOC109647923,2,4,2,0,2
gene-LOC109647924,6,2,4,7,6
gene-LOC109647925,19,9,21,18,12
gene-LOC109647926,8,1,6,0,5
gene-LOC109647927,1,4,7,20,2
gene-LOC109647928,30,20,22,24,18
gene-LOC109647929,0,0,1,2,0
gene-LOC109647930,25,43,68,32,77
gene-LOC109647931,1,0,0,0,0
gene-LOC109647932,4,9,4,2,2
gene-LOC109647934,7,4,10,13,7
gene-LOC109647935,2,4,3,7,5
gene-LOC109647937,2,3,53,2,2
gene-LOC109647939,0,0,0,0,0
gene-LOC109647940,4,5,12,12,2
gene-LOC109647941,6,0,0,4,2
gene-LOC109647942,0,0,0,0,0
gene-LOC109647943,0,2,3,0,0
gene-LOC109647945,7,10,3,2,6
gene-LOC109647947,101,111,84,55,82
gene-LOC109647948,15,19,8,11,8
gene-LOC109647949,35,27,47,31,33
gene-LOC109647950,64,37,126,67,88
gene-LOC109647951,341,180,125,163,429
gene-LOC109647953,13,22,26,15,16
gene-LOC109647954,74,55,68,57,88
gene-LOC109647955,26,35,43,36,32
gene-LOC109647956,37,49,82,44,60
gene-LOC109647957,11,14,23,5,29
gene-LOC109647958,0,0,0,0,0
gene-LOC109647959,0,2,0,0,2
gene-LOC109647961,206,173,291,149,251
gene-LOC109647962,0,0,0,0,0
gene-LOC109647963,38,39,54,26,24
gene-LOC109647964,11,8,6,2,6
gene-LOC109647965,0,0,0,0,0
gene-LOC109647966,0,0,0,2,0
gene-LOC109647967,134,139,144,106,108
gene-LOC109647969,644,638,790,1124,683
gene-LOC109647971,4,0,4,2,0
gene-LOC109647972,162,186,178,159,226
gene-LOC109647973,13,10,54,12,34
gene-LOC109647974,34,22,52,20,24
gene-LOC109647975,36,33,35,24,28
gene-LOC109647977,121,55,240,249,123
gene-LOC109647978,0,0,0,0,0
gene-LOC109647979,0,0,0,0,0
gene-LOC109647980,10,4,11,5,7
gene-LOC109647981,2,3,8,6,7
gene-LOC109647982,0,4,2,2,5
gene-LOC109647983,428,374,580,416,449
gene-LOC109647985,360,169,871,349,463
gene-LOC109647986,0,4,0,0,0
gene-LOC109647987,0,0,0,2,1
gene-LOC109647988,0,0,0,0,0
gene-LOC109647989,0,0,0,0,0
gene-LOC109647990,84,49,74,48,105
gene-LOC109647991,0,0,0,0,0
gene-LOC109647993,0,0,0,0,0
gene-LOC109647994,0,0,0,0,0
gene-LOC109647995,9,15,6,1,17
gene-LOC109647997,0,0,0,0,0
gene-LOC109647998,0,0,6,0,0
gene-LOC109648000,0,0,0,0,0
gene-LOC109648001,24,23,58,11,28
gene-LOC109648002,2,0,0,0,0
gene-LOC109648003,4,0,2,0,1
gene-LOC109648004,8,5,2,0,8
gene-LOC109648005,16,10,9,6,12
gene-LOC109648007,35,53,66,24,63
gene-LOC109648008,39,65,74,49,69
gene-LOC109648009,0,0,0,2,4
gene-LOC109648010,3,0,0,0,0
gene-LOC109648011,0,0,2,1,0
gene-LOC109648013,3,7,16,20,12
gene-LOC109648014,48,36,30,27,28
gene-LOC109648015,0,0,0,0,0
gene-LOC109648016,27,28,12,9,26
gene-LOC109648017,0,3,0,2,6
gene-LOC109648020,67,44,79,60,80
gene-LOC109648021,2,0,2,8,0
gene-LOC109648022,30,35,119,65,60
gene-LOC109648023,0,0,0,0,0
gene-LOC109648024,0,0,2,0,0
gene-LOC109648025,18,24,11,20,19
gene-LOC109648027,113,86,137,128,118
gene-LOC109648028,2,14,15,2,68
gene-LOC109648029,4,4,5,6,13
gene-LOC109648030,4,0,3,1,1
gene-LOC109648031,0,0,2,1,0
gene-LOC109648034,47,11,51,16,28
gene-LOC109648035,0,0,0,0,0
gene-LOC109648036,18,21,42,130,21
gene-LOC109648038,84,85,138,69,84
gene-LOC109648039,329,236,412,334,287
gene-LOC109648040,197,161,166,123,248
gene-LOC109648041,398,281,216,114,351
gene-LOC109648042,20,23,8,12,14
gene-LOC109648043,129,90,133,90,122
gene-LOC109648044,0,0,0,2,0
gene-LOC109648046,0,2,0,0,0
gene-LOC109648047,30,19,13,29,18
gene-LOC109648048,0,2,0,0,0
gene-LOC109648049,0,1,0,0,2
gene-LOC109648050,4,14,14,26,7
gene-LOC109648051,34,22,62,34,41
gene-LOC109648052,0,0,0,2,0
gene-LOC109648053,0,0,0,0,0
gene-LOC109648055,24,29,64,29,42
gene-LOC109648056,524,431,1168,547,878
gene-LOC109648057,0,0,0,0,0
gene-LOC109648058,235,147,181,164,142
gene-LOC109648059,10,14,23,6,13
gene-LOC109648060,8,4,6,4,10
gene-LOC109648062,10,15,18,12,24
gene-LOC109648063,0,0,4,0,0
gene-LOC109648065,0,0,1,0,0
gene-LOC109648066,2,3,29,13,7
gene-LOC109648067,227,312,361,231,340
gene-LOC109648068,0,0,0,0,0
gene-LOC109648069,0,1,1,2,4
gene-LOC109648070,109,117,112,110,112
gene-LOC109648071,25,12,26,20,27
gene-LOC109648072,16,15,21,7,16
gene-LOC109648073,2,3,8,18,6
gene-LOC109648074,0,0,0,0,0
gene-LOC109648075,38,43,64,39,56
gene-LOC109648076,29,24,23,4,26
gene-LOC109648077,28,43,23,34,49
gene-LOC109648078,22,11,40,9,43
gene-LOC109648080,125,92,162,117,106
gene-LOC109648081,23,13,20,25,17
gene-LOC109648082,4,5,2,1,12
gene-LOC109648083,189,159,166,122,115
gene-LOC109648084,32,13,30,18,27
gene-LOC109648085,14,19,26,20,11
gene-LOC109648086,150,119,153,106,169
gene-LOC109648087,34,40,23,66,15
gene-LOC109648088,181,86,397,178,156
gene-LOC109648089,26,41,20,13,18
gene-LOC109648090,2,0,0,0,0
gene-LOC109648091,71,74,146,52,84
gene-LOC109648092,16,8,17,23,19
gene-LOC109648094,721,574,354,779,837
gene-LOC109648095,2,0,2,0,2
gene-LOC109648096,0,0,0,0,0
gene-LOC109648097,0,0,0,0,0
gene-LOC109648098,56,45,36,28,50
gene-LOC109648099,103,81,111,46,73
gene-LOC109648100,0,0,0,0,0
gene-LOC109648102,0,0,0,0,0
gene-LOC109648103,452,454,445,221,466
gene-LOC109648104,18,13,14,22,17
gene-LOC109648105,0,0,0,0,0
gene-LOC109648106,132151,124638,248661,149093,206111
gene-LOC109648107,0,0,0,0,0
gene-LOC109648108,0,0,0,0,0
gene-LOC109648109,51,61,65,54,60
gene-LOC109648110,2,2,9,17,10
gene-LOC109648111,2,0,0,1,0
gene-LOC109648112,0,0,0,0,6
gene-LOC109648113,0,0,0,0,0
gene-LOC109648114,289,207,451,496,207
gene-LOC109648115,22,14,26,8,23
gene-LOC109648116,0,0,0,0,0
gene-LOC109648117,0,3,7,0,3
gene-LOC109648118,20,13,27,10,17
gene-LOC109648119,0,1,3,0,7
gene-LOC109648120,0,0,0,2,0
gene-LOC109648121,6,2,0,2,0
gene-LOC109648122,0,0,0,0,0
gene-LOC109648123,167,126,168,113,146
gene-LOC109648125,4,2,2,0,0
gene-LOC109648126,8,8,8,4,8
gene-LOC109648127,25,20,27,17,17
gene-LOC109648128,1,0,0,0,1
gene-LOC109648129,0,0,0,0,0
gene-LOC109648130,7,22,22,8,25
gene-LOC109648131,21,13,5,7,7
gene-LOC109648132,74,76,105,48,107
gene-LOC109648133,21,36,15,27,17
gene-LOC109648134,252,189,295,186,263
gene-LOC109648135,126,65,75,56,64
gene-LOC109648136,29,42,46,197,40
gene-LOC109648137,27,39,34,29,60
gene-LOC109648138,52,49,57,58,51
gene-LOC109648140,0,0,0,6,2
gene-LOC109648141,0,0,1,0,0
gene-LOC109648142,41,59,129,2816,17
gene-LOC109648143,24,24,22,12,16
gene-LOC109648144,22,18,24,10,21
gene-LOC109648146,54,86,92,53,52
gene-LOC109648147,0,0,0,0,0
gene-LOC109648148,0,0,0,0,0
gene-LOC109648149,1,3,1,0,5
gene-LOC109648150,30,10,24,16,17
gene-LOC109648151,12,18,11,2,10
gene-LOC109648152,0,2,0,0,1
gene-LOC109648153,17,29,29,30,30
gene-LOC109648154,2,6,2,0,2
gene-LOC109648155,0,0,0,0,2
gene-LOC109648156,10,19,14,10,21
gene-LOC109648157,6,4,4,2,13
gene-LOC109648158,15,19,31,21,21
gene-LOC109648159,39,22,16,26,29
gene-LOC109648160,4,9,15,19,14
gene-LOC109648162,195,156,130,79,185
gene-LOC109648163,213,200,302,173,266
gene-LOC109648164,0,0,0,0,0
gene-LOC109648165,72,77,109,58,108
gene-LOC109648166,689,696,1131,633,812
gene-LOC109648167,32,26,55,19,17
gene-LOC109648168,29,26,69,12,27
gene-LOC109648169,0,3,4,4,0
gene-LOC109648170,19,15,12,19,27
gene-LOC109648171,12,13,34,16,25
gene-LOC109648172,43,12,21,11,23
gene-LOC109648173,5,0,0,0,0
gene-LOC109648175,10,7,15,16,2
gene-LOC109648176,6,4,2,6,0
gene-LOC109648177,0,0,0,0,0
gene-LOC109648178,252,188,240,192,213
gene-LOC109648179,0,0,0,2,0
gene-LOC109648181,0,2,4,0,1
gene-LOC109648182,0,0,0,0,0
gene-LOC109648183,2,7,21,9,2
gene-LOC109648184,19,19,25,18,8
gene-LOC109648185,4,11,8,8,9
gene-LOC109648186,52,49,73,18,60
gene-LOC109648187,2,0,0,0,0
gene-LOC109648189,12,13,21,9,4
gene-LOC109648190,54,32,38,16,28
gene-LOC109648191,0,0,0,0,0
gene-LOC109648192,48,54,88,86,94
gene-LOC109648193,0,0,0,0,0
gene-LOC109648195,76,64,93,50,54
gene-LOC109648196,318,231,258,198,408
gene-LOC109648197,11,13,9,15,16
gene-LOC109648199,4,4,6,2,2
gene-LOC109648201,0,0,0,0,0
gene-LOC109648202,11,13,11,23,24
gene-LOC109648204,40,29,14,19,25
gene-LOC109648205,2,4,0,2,2
gene-LOC109648206,17,22,34,49,21
gene-LOC109648207,0,0,0,0,0
gene-LOC109648208,3,9,8,2,4
gene-LOC109648209,14,29,53,12,88
gene-LOC109648210,23,19,43,24,28
gene-LOC109648211,0,0,0,0,0
gene-LOC109648212,32,57,42,28,33
gene-LOC109648213,48,61,61,126,41
gene-LOC109648214,176,153,186,126,193
gene-LOC109648215,71,51,108,51,72
gene-LOC109648216,164,169,159,123,151
gene-LOC109648217,0,0,0,0,0
gene-LOC109648218,0,0,0,0,1
gene-LOC109648219,7,10,27,12,15
gene-LOC109648221,242,232,334,205,269
gene-LOC109648222,18,8,22,6,26
gene-LOC109648223,6,5,11,9,0
gene-LOC109648224,4,2,33,34,20
gene-LOC109648225,1,1,2,4,5
gene-LOC109648226,0,0,0,2,0
gene-LOC109648227,0,2,0,0,0
gene-LOC109648229,0,0,0,0,0
gene-LOC109648230,6,10,10,4,4
gene-LOC109648231,2,0,4,0,0
gene-LOC109648232,0,0,0,0,0
gene-LOC109648233,241,167,180,128,159
gene-LOC109648235,0,0,0,0,0
gene-LOC109648236,4,8,14,29,14
gene-LOC109648237,0,0,0,0,0
gene-LOC109648238,30,12,7,6,5
gene-LOC109648239,44,64,97,81,71
gene-LOC109648242,2,0,3,6,2
gene-LOC109648243,0,0,0,0,0
gene-LOC109648244,0,0,0,0,0
gene-LOC109648245,22,13,42,25,40
gene-LOC109648247,41,71,296,73,252
gene-LOC109648248,24,16,40,18,35
gene-LOC109648249,0,0,0,2,0
gene-LOC109648250,0,0,0,0,0
gene-LOC109648251,92,57,51,49,88
gene-LOC109648252,0,0,2,0,0
gene-LOC109648253,178,20,224,1414,55
gene-LOC109648254,1,0,0,5,0
gene-LOC109648255,2,0,2,0,0
gene-LOC109648257,26,30,59,41,23
gene-LOC109648258,0,5,6,0,13
gene-LOC109648259,0,0,0,1,0
gene-LOC109648260,28,45,62,65,55
gene-LOC109648261,2,2,2,4,4
gene-LOC109648262,4,0,0,0,0
gene-LOC109648263,10,16,29,6,34
gene-LOC109648264,0,0,0,3,0
gene-LOC109648265,0,1,3,0,2
gene-LOC109648266,14,19,29,22,28
gene-LOC109648268,10,15,14,6,10
gene-LOC109648269,79,93,110,42,61
gene-LOC109648270,5,11,2,6,0
gene-LOC109648271,5,7,13,6,11
gene-LOC109648272,40,20,44,20,29
gene-LOC109648273,0,0,0,0,2
gene-LOC109648274,325,358,361,288,283
gene-LOC109648275,126,92,77,18,122
gene-LOC109648276,45,38,68,44,37
gene-LOC109648277,10,14,23,10,13
gene-LOC109648279,7,7,5,3,11
gene-LOC109648280,0,0,1,0,0
gene-LOC109648282,3,2,0,1,0
gene-LOC109648284,12,12,38,10,22
gene-LOC109648285,0,0,0,0,0
gene-LOC109648286,156,136,127,159,124
gene-LOC109648287,0,0,0,0,0
gene-LOC109648288,5,6,29,4,7
gene-LOC109648289,0,0,0,0,0
gene-LOC109648290,11,7,9,9,2
gene-LOC109648291,3,4,6,5,3
gene-LOC109648292,0,0,0,2,0
gene-LOC109648293,0,0,0,0,0
gene-LOC109648294,35,63,48,25,57
gene-LOC109648295,0,0,0,2,0
gene-LOC109648296,60,52,101,15,107
gene-LOC109648297,0,0,2,0,0
gene-LOC109648298,19,10,22,22,10
gene-LOC109648299,2555,2011,3220,1281,1727
gene-LOC109648300,6,5,2,6,6
gene-LOC109648302,0,2,0,1,2
gene-LOC109648304,77,44,69,45,75
gene-LOC109648305,0,2,0,0,0
gene-LOC109648306,944,645,528,163,479
gene-LOC109648307,29,21,69,9,47
gene-LOC109648308,2,4,1,1,2
gene-LOC109648309,0,0,0,0,0
gene-LOC109648310,0,0,0,0,0
gene-aaas,65,75,63,61,81
gene-aacs,103,76,291,244,125
gene-aadacl4,0,0,2,2,0
gene-aadat,69,98,156,94,120
gene-aaed1,21,22,72,28,18
gene-aagab,70,83,117,35,93
gene-aak1,16,21,36,24,31
gene-aamdc,332,326,285,262,270
gene-aamp,112,114,150,87,159
gene-aar2,80,43,46,24,73
gene-aarsd1,141,120,86,44,141
gene-aasdh,40,14,7,2,36
gene-aasdhppt,18,8,16,9,21
gene-aass,160,136,684,164,457
gene-aatf,51,54,188,69,104
gene-abat,1260,1502,1185,917,838
gene-abca1,5111,5124,5623,2244,6646
gene-abca12,26,14,8,8,22
gene-abca2,188,336,212,203,194
gene-abca3,345,466,423,192,369
gene-abcb1,95,81,47,63,84
gene-abcb10,83,73,166,91,65
gene-abcb11,4,0,0,2,6
gene-abcb6,149,136,141,130,177
gene-abcb7,489,414,632,382,489
gene-abcb8,42,34,73,24,76
gene-abcb9,22,20,28,8,32
gene-abcc10,62,69,107,69,96
gene-abcc2,473,520,415,372,582
gene-abcc4,142,144,178,94,89
gene-abcc5,1268,2090,1036,622,645
gene-abcc8,0,2,1,2,0
gene-abcd3,951,634,719,436,741
gene-abcd4,51,41,91,25,88
gene-abcf1,406,364,718,277,571
gene-abcf2,198,135,430,521,410
gene-abcf3,113,70,192,98,171
gene-abcg2,2,0,2,4,0
gene-abcg4,0,0,0,0,0
gene-abcg5,679,681,553,374,507
gene-abcg8,1163,1076,1067,725,1196
gene-abhd10,151,123,268,139,186
gene-abhd11,81,76,163,106,116
gene-abhd12b,83,71,219,78,103
gene-abhd13,79,93,89,49,85
gene-abhd14a,93,102,89,105,112
gene-abhd14b,204,254,145,107,118
gene-abhd15,13,12,20,2,19
gene-abhd16a,224,150,257,119,213
gene-abhd17b,69,32,88,127,52
gene-abhd17c,71,69,126,59,95
gene-abhd18,238,169,248,185,237
gene-abhd3,0,2,3,0,3
gene-abhd4,42,30,61,34,58
gene-abhd5,198,214,330,165,214
gene-abhd6,232,205,237,251,239
gene-abhd8,0,0,0,0,0
gene-abi1,865,895,1014,704,706
gene-abi3bp,6,47,27,44,39
gene-ablim1,39,42,20,4,35
gene-ablim2,518,389,412,288,329
gene-abr,38,74,118,50,91
gene-abracl,23,23,90,14,64
gene-abtb1,280,237,131,87,130
gene-abtb2,108,126,142,105,141
gene-acaa2,217,163,166,139,244
gene-acaca,857,610,930,617,858
gene-acacb,1715,1192,1048,708,1082
gene-acad11,125,153,238,71,170
gene-acad8,21,18,20,8,40
gene-acad9,261,226,707,414,409
gene-acadl,206,199,314,163,141
gene-acadm,2900,2220,2183,1515,2242
gene-acads,210,176,140,88,137
gene-acadsb,182,120,164,114,168
gene-acadvl,1899,1707,1873,1135,1656
gene-acap2,301,219,339,242,235
gene-acap3,0,2,25,2,12
gene-acat1,136,139,162,72,167
gene-acat2,107,95,551,227,288
gene-acbd3,383,405,1325,592,732
gene-acbd5,1934,1791,1487,1339,1206
gene-acbd6,80,54,65,41,76
gene-acbd7,35,32,32,18,21
gene-ace,9,0,2,4,0
gene-ace2,3,9,16,2,5
gene-acer1,0,0,2,0,0
gene-acer2,288,301,444,207,228
gene-acer3,10,10,4,1,10
gene-ache,31,17,13,8,13
gene-acin1,990,830,911,692,805
gene-ackr3,394,303,127,114,251
gene-ackr4,6,8,4,4,2
gene-acmsd,690,556,629,350,647
gene-aco1,1199,1003,1027,661,1091
gene-aco2,659,556,739,349,698
gene-acot11,385,321,217,164,309
gene-acot13,210,230,280,236,196
gene-acot7,0,0,1,0,0
gene-acot8,55,48,59,36,43
gene-acot9,83,68,115,89,85
gene-acox1,911,872,964,581,690
gene-acox3,546,379,463,254,571
gene-acp1,82,52,174,76,99
gene-acp5,4,8,9,4,9
gene-acp6,11,2,21,2,20
gene-acp7,1235,950,1328,959,1302
gene-acsbg2,67,79,169,99,109
gene-acsf3,33,28,53,18,72
gene-acsl3,84,91,93,107,125
gene-acsl5,0,4,6,0,2
gene-acsl6,43,48,38,7,21
gene-acss2,871,919,916,523,785
gene-acss3,57,45,60,29,34
gene-actl6a,118,71,148,68,151
gene-actr10,293,218,257,114,253
gene-actr2,739,646,1259,550,978
gene-actr5,21,20,31,11,33
gene-actr8,102,61,152,39,113
gene-acvr1,174,154,274,123,181
gene-acvr1c,2,0,2,0,2
gene-acvr2a,422,308,366,304,433
gene-acvr2b,21,35,33,31,30
gene-acy1,1642,1356,1205,1055,1495
gene-acyp1,36,18,10,77,17
gene-adad1,6,0,0,0,0
gene-adal,48,31,25,18,76
gene-adam10,612,624,549,386,488
gene-adam19,0,4,11,6,28
gene-adam22,0,0,0,2,2
gene-adam23,23,3,29,0,25
gene-adamts1,25,44,25,121,23
gene-adamts12,60,74,61,29,92
gene-adamts13,842,973,1331,728,1098
gene-adamts14,18,13,10,6,9
gene-adamts16,10,12,6,14,8
gene-adamts17,18,31,12,34,8
gene-adamts18,0,0,0,2,0
gene-adamts2,42,37,25,37,52
gene-adamts20,26,29,11,20,20
gene-adamts5,59,95,38,122,35
gene-adamts6,0,0,2,0,0
gene-adamts7,4,4,10,2,4
gene-adamts8,8,12,8,16,10
gene-adamts9,8,11,14,18,22
gene-adamtsl1,61,78,78,119,95
gene-adap1,0,0,0,2,0
gene-adar,177,216,229,186,220
gene-adarb1,96,108,78,35,63
gene-adarb2,5,6,0,0,4
gene-adat1,108,71,115,71,95
gene-adat2,26,36,36,33,12
gene-adat3,4,6,4,2,4
gene-adck1,7,6,14,14,12
gene-adck2,129,64,151,45,96
gene-adck5,222,165,193,84,161
gene-adcy1,0,0,0,0,0
gene-adcy2,112,100,93,27,64
gene-adcy3,43,34,37,27,60
gene-adcy7,37,41,88,45,75
gene-adcyap1,0,0,0,0,0
gene-add1,748,736,764,405,599
gene-add2,77,27,58,29,18
gene-adgb,2,8,6,0,0
gene-adgra1,31,16,38,14,19
gene-adgra2,22,35,45,6,27
gene-adgra3,169,208,271,151,277
gene-adgrb3,4,6,0,1,0
gene-adgrd1,24,62,42,88,56
gene-adgrd2,0,0,0,0,0
gene-adgrg2,0,0,0,0,0
gene-adgrg7,33,35,37,49,11
gene-adgrl1,0,0,0,0,0
gene-adgrl2,18,12,10,7,7
gene-adgrl4,80,68,97,22,85
gene-adgrv1,19,8,17,4,12
gene-adi1,354,284,284,342,189
gene-adipor1,280,241,313,157,273
gene-adipor2,229,211,279,179,178
gene-adm,174,194,226,695,171
gene-adnp,70,51,98,81,66
gene-ado,184,158,155,85,228
